2017-09-21T19:55:59.591137,1,12.8708,0
2017-09-21T19:55:59.725996,2,11.8421,0
2017-09-21T19:55:59.865367,3,11.5161,0
2017-09-21T19:56:00.003233,4,10.5115,0.046875
2017-09-21T19:56:00.143106,5,9.77452,0.015625
2017-09-21T19:56:00.276962,6,8.64211,0
2017-09-21T19:56:00.414828,7,8.42678,0.0625
2017-09-21T19:56:00.547181,8,9.17961,0.0625
2017-09-21T19:56:00.688055,9,9.62952,0.03125
2017-09-21T19:56:00.828429,10,9.5071,0.015625
2017-09-21T19:56:00.962786,11,8.94006,0.03125
2017-09-21T19:56:01.102659,12,9.39349,0.046875
2017-09-21T19:56:01.246040,13,10.4588,0.078125
2017-09-21T19:56:01.384408,14,9.04612,0.046875
2017-09-21T19:56:01.524280,15,9.24984,0.015625
2017-09-21T19:56:01.665155,16,9.09805,0.015625
2017-09-21T19:56:01.817059,17,7.35211,0.046875
2017-09-21T19:56:01.957433,18,8.00511,0.0625
2017-09-21T19:56:02.097806,19,8.24549,0.046875
2017-09-21T19:56:02.230659,20,7.79856,0.078125
2017-09-21T19:56:02.373540,21,7.76823,0.0625
2017-09-21T19:56:02.510905,22,9.20118,0.046875
2017-09-21T19:56:02.643759,23,8.34851,0
2017-09-21T19:56:02.770596,24,7.79177,0.09375
2017-09-21T19:56:02.901945,25,8.38544,0.0625
2017-09-21T19:56:03.035300,26,7.18299,0.078125
2017-09-21T19:56:03.166650,27,7.07265,0.0625
2017-09-21T19:56:03.296495,28,9.0824,0.015625
2017-09-21T19:56:03.437871,29,9.10467,0.03125
2017-09-21T19:56:03.571226,30,7.738,0.109375
2017-09-21T19:56:03.706586,31,7.51062,0.03125
2017-09-21T19:56:03.837935,32,7.23593,0.015625
2017-09-21T19:56:03.970789,33,7.98522,0.0625
2017-09-21T19:56:04.100634,34,8.98553,0.03125
2017-09-21T19:56:04.230480,35,8.10237,0.015625
2017-09-21T19:56:04.363835,36,8.68793,0.046875
2017-09-21T19:56:04.501701,37,7.46012,0.046875
2017-09-21T19:56:04.631547,38,6.60386,0.0625
2017-09-21T19:56:04.764400,39,7.06281,0.046875
2017-09-21T19:56:04.894747,40,7.15184,0.0625
2017-09-21T19:56:05.031110,41,7.40082,0
2017-09-21T19:56:05.165467,42,7.70295,0.03125
2017-09-21T19:56:05.296817,43,7.46964,0.03125
2017-09-21T19:56:05.427665,44,8.03064,0.03125
2017-09-21T19:56:05.563025,45,7.53006,0.03125
2017-09-21T19:56:05.700391,46,7.10282,0.03125
2017-09-21T19:56:05.840764,47,7.61474,0.0625
2017-09-21T19:56:05.973617,48,7.69184,0.046875
2017-09-21T19:56:06.102962,49,8.47193,0.0625
2017-09-21T19:56:06.237319,50,6.95977,0.0625
2017-09-21T19:56:06.368167,51,7.14338,0.0625
2017-09-21T19:56:06.503527,52,7.55189,0.03125
2017-09-21T19:56:06.637885,53,6.02913,0.046875
2017-09-21T19:56:06.769234,54,5.74058,0.078125
2017-09-21T19:56:06.905597,55,7.2768,0.0625
2017-09-21T19:56:07.034440,56,7.32258,0.09375
2017-09-21T19:56:07.170301,57,6.60483,0.015625
2017-09-21T19:56:07.302654,58,7.64595,0.0625
2017-09-21T19:56:07.437512,59,7.60012,0.046875
2017-09-21T19:56:07.564851,60,5.75795,0.109375
2017-09-21T19:56:07.692190,61,6.95256,0.0625
2017-09-21T19:56:07.827550,62,7.46228,0.0625
2017-09-21T19:56:07.953886,63,7.34221,0.03125
2017-09-21T19:56:08.089246,64,6.20538,0.0625
2017-09-21T19:56:08.229118,65,6.63792,0.015625
2017-09-21T19:56:08.362473,66,6.83853,0.015625
2017-09-21T19:56:08.491817,67,6.32993,0.09375
2017-09-21T19:56:08.624169,68,6.44271,0.0625
2017-09-21T19:56:08.762036,69,6.84763,0.0625
2017-09-21T19:56:08.895892,70,7.05312,0.015625
2017-09-21T19:56:09.030751,71,7.32265,0.046875
2017-09-21T19:56:09.164106,72,6.46339,0.125
2017-09-21T19:56:09.298964,73,6.79457,0.046875
2017-09-21T19:56:09.426303,74,7.59289,0.03125
2017-09-21T19:56:09.560159,75,6.33657,0.109375
2017-09-21T19:56:09.695018,76,6.49025,0.078125
2017-09-21T19:56:09.823360,77,6.45828,0.046875
2017-09-21T19:56:09.954709,78,6.14499,0.078125
2017-09-21T19:56:10.084053,79,8.1259,0.03125
2017-09-21T19:56:10.219915,80,6.6679,0.03125
2017-09-21T19:56:10.357781,81,7.93083,0.03125
2017-09-21T19:56:10.493141,82,6.87038,0.09375
2017-09-21T19:56:10.620982,83,6.53587,0.046875
2017-09-21T19:56:10.754337,84,7.04582,0.03125
2017-09-21T19:56:10.889195,85,7.03102,0.078125
2017-09-21T19:56:11.023553,86,7.17769,0.046875
2017-09-21T19:56:11.158913,87,6.39629,0.09375
2017-09-21T19:56:11.292268,88,6.62107,0.046875
2017-09-21T19:56:11.427126,89,6.81029,0.046875
2017-09-21T19:56:11.561985,90,6.5493,0.03125
2017-09-21T19:56:11.698348,91,7.01379,0.0625
2017-09-21T19:56:11.830199,92,6.4069,0.03125
2017-09-21T19:56:11.961548,93,6.05565,0.078125
2017-09-21T19:56:12.096407,94,7.24267,0.015625
2017-09-21T19:56:12.233271,95,6.95867,0.09375
2017-09-21T19:56:12.360610,96,6.28046,0.03125
2017-09-21T19:56:12.493463,97,6.87837,0.0625
2017-09-21T19:56:12.626316,98,5.98805,0.078125
2017-09-21T19:56:12.753154,99,6.01901,0.09375
2017-09-21T19:56:12.881496,100,7.05493,0.125
2017-09-21T19:56:15.088868,101,6.38961,0.09375
2017-09-21T19:56:15.223226,102,6.94912,0.0625
2017-09-21T19:56:15.354575,103,6.90355,0.046875
2017-09-21T19:56:15.481914,104,6.50663,0.078125
2017-09-21T19:56:15.610757,105,5.7993,0.078125
2017-09-21T19:56:15.747621,106,5.65218,0.078125
2017-09-21T19:56:15.875461,107,6.07728,0.09375
2017-09-21T19:56:16.002299,108,7.48043,0.015625
2017-09-21T19:56:16.130640,109,5.99282,0.078125
2017-09-21T19:56:16.262992,110,6.66981,0.046875
2017-09-21T19:56:16.397851,111,7.27988,0.0625
2017-09-21T19:56:16.532710,112,6.4256,0.0625
2017-09-21T19:56:16.664059,113,7.35189,0.046875
2017-09-21T19:56:16.800923,114,5.62253,0.09375
2017-09-21T19:56:16.925756,115,5.7927,0.09375
2017-09-21T19:56:17.058107,116,5.96884,0.125
2017-09-21T19:56:17.184443,117,7.92503,0.046875
2017-09-21T19:56:17.313286,118,6.46377,0.0625
2017-09-21T19:56:17.450150,119,7.33275,0.109375
2017-09-21T19:56:17.578492,120,6.05324,0.140625
2017-09-21T19:56:17.713351,121,6.68362,0.03125
2017-09-21T19:56:17.840188,122,6.04547,0.0625
2017-09-21T19:56:17.974546,123,6.69092,0.03125
2017-09-21T19:56:18.107399,124,6.49324,0.0625
2017-09-21T19:56:18.240253,125,5.70043,0.0625
2017-09-21T19:56:18.368594,126,5.89867,0.09375
